id,text,sentiment
1129,so the procrastination starts early in the quarter. i don't want to reaaaaad and write a paper ,0
1130, @USER  lmao that's just what he wants you to think ,1
1131, @USER  yea   i am working tp hack my server to do the 12player thing for folks,0
1132,training course today so just hope to stay awake through it ,1
1133, @USER  very much so! ,1
1134,i want diana f+. it looks great... ,0
1135,"received at least 5 phone calls today already, telemarketers! ",0
1136, @USER   iwas thinking same thing..night all!! ,1
1137, @USER   i had so much fun tonight!    and i'm totally stealing all your pictures when you upload them.  hehehe,1
1138,sore throat is still sore &amp; i need to study for my psych test. dnw. ,0
1139,i woke at 4 a.m. and had a dream that made me worry about stuff.... so i got up and read blogs. now i feeling it! ,0
1140," @USER  ah, typical adolescent boy. it's ok, son. you'll see better days. ",1
1141,it's tuesday...at work...still riding the high from the workout last night. it should be a good day!  ,1
1142, @USER  im sorry i've failed you ,0
1143,"i just wasted a sheet of paper! i don't know what to draw anymore  might turn in early tonight, just not up to staying up late tonight. ",0
1144,got to take cleo to the vets. not sure what's wrong with her but she's feeling very sorry for herself. ,0
1145,yawn yawn yawn!! 10 more minutes in bed ,0
1146, @USER  i couldn't because it was in jersey and during the day....i was filming all day ,0
1147,the spring is now finished and i'm going back to school tommorow. ,0
1148,is ridiculously hot in his apartment..but can't wait for this weekend ,1
1149,ok bedtime for me...  we made it through another monday!!!  yay!!!  night tweets!    *poof*,1
1150, @USER  a cause is worth fighting for two reasons: to win it or to gain political capital... which one would u reckon is the case? ,1
1151," @USER  brat! you have to rub it in, don't you.... i want a mocha ",0
1152, @USER  guess i better make more tweets for  @USER  to give us a &quot;sweet&quot; bedtime story!  plz!,1
1153," @USER  that quote expresses the core of my deepest worry right now. many things can be fixed, but not if the liberty itself is gone. ",0
1154,yes! just got the highest score on the wii fit. my sister will not be pleased. ,1
1155,omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.,0
1156," @USER  an empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  ",0
1157, @USER  well at the moment im studying..i direct plays on the side...im doing workin on a musical type play at the moment..i also act ,1
1158,140 character limit is bs...it blows the whole joke if u didnt read the end ,0
1159, @USER  that was a cool blink song. ,1
1160,pepperoni rolls in l.a.?: i called valentino's - they said that they had sausage rolls but no pepperoni rolls   WEBSITE2018 ,0
1161, @USER  aww moe! i was planning on leaving tomorrow evening  are you gonna be in town by chance?,0
1162, @USER  morning lovie! i'm glad my tweets make your day lol. i aim to please! ,1
1163," @USER  ha, definitely not vegan. i'm drinking it, still alive too. all is well ",1
1164, @USER   WEBSITE2018 - i miss your old hairstyle daniel  but you still look great,0
1165,going to sleep can't be up until 1am again...and no i didn't finish my statistics homework! ,0
1166,is thinking big v twin ,1
1167,"ah, my charger is dying. i won't ve able to log on for a few days. ",0
1168,"feeling lost, naked and confused (jk, sort of).....no iphone for me. ",0
1169,"a lot of death. mrs. b, two residents last week, two today. for the first time in 12 years actually there when it happened to mrs. g. ",0
1170,i want to be back in la ,0
1171, @USER  i cried so hard when matthew died ,0
1172,lost sucks  ... because i have to work today,0
1173,at work ,0
1174,i'm relaxing reading messages and finishing a project today. ,1
1175, @USER  cleaning  have to show my house today(trying to get it sold),0
1176,off to the riteaid... then time to make my list of what to do today... still loving spring break ,1
1177, @USER  i know i dont know why i said that ,0
1178, @USER  lol i wasnt complaining just making sure  @USER  wasnt getting off before me but  @USER  cleared that up ,1
1179," @USER   &quot;you dream in black and white, i dream in vivid lights.&quot;",1
1180,you have the luxury to work it through  re:  WEBSITE2018 ,1
1181,4 yo's ears hurt so bad she's crying.   waiting for dr's office to open so i can get her an appt.  at least no snow on the ground here.,0
1182, @USER   and you have me to thank for that ,1
1183,is afraid that her g.i. notes will not read themselves. ,0
1184, @USER  its all good. just figured you would like to know. ,1
1185,doesnt have 1 single pair of spring pants that fit ,0
1186,is going to have a late one at mqu today ,0
1187,good morning ,1
1188,work until 3. blah ,0
1189," @USER  yeah. i always slow down at the end  ��also, take that! i win.",0
1190,"too tired to tweet, too tired to draw, to tired to look for work. just plain worn out and short on hope. ",0
1191, WEBSITE2018 - vote for gilles marini on dancing with the stars! ,1
1192," @USER  hmm you have a lot to say tonight! that's great!  of course, here i am up late reading it. haha",1
1193,made eggplant parmagian and pasta at 1am and it was fabulous!! ,1
1194,"....i wonder what else i can make happen. this is kinda fun, and i feel it's gonna be a good day. will let you know how exper't is going. ",1
1195,i'm doing my homework. it's gosh darn hard!! ,0
1196, @USER  my bunnys name was lucy  you can go ahead and guess who she was named after lmao,1
1197, @USER  interesting that i was just asking myself that same question! ,1
1198,at opening day--the commerce bank &quot;c&quot; mascot just walked by. the bank is changing its name--will the &quot;c&quot; lose its job? ,0
1199," @USER  now that wifey works in a wine shop, i must know what my friends are drinking. make with the details plz ",1
1200, @USER  great words of wisdom d-dub!! now can you tell the doctor to let me have some alcohol &amp; caffeine!! ,1
1201, @USER  hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. ,0
1202, @USER  goodnight i've enjoyed getting to know you too. twitter you later ,1
1203, @USER   @USER  ainblogette awwwww and you were trying to go to sleep 3 hours ago ,0
1204,almost through with my italian homework!  weeeeee.... now if i only understood what i was doing.  ,0
1205,gotta repeat  whole art folio cuz old one with a whole terms work got wet ,0
1206, @USER  its like that ya noe. wtd..  i hope ur grandpa's ok~ at least he's happy from the china trip.,0
1207,heroes just isn't doing it for me this season... ,0
1208, @USER  good luck with the cruise!! your gonna need it! ,1
1209,got a speeding ticket ,0
1210, @USER  aww  poor you. we can be in pain together #painbuddies,0
1211,"i was watching pride and prejudice, one of the  best movies ever, i love this movie! and the book too ",1
1212, @USER  color it purple! ,1
1213,poor socks  luvvvvv the golden retriever!! i want one sighhhh,0
1214,taking a shower ,1
1215," @USER  i must have had a dozen throat coats a few days ago. ahhh, the coat. that and grand marnier do wonders for me ",1
1216, @USER  hahaha!! omg! we wer both laughin off d hook!  cuz das how we rolll...ryt sheldawg?,1
1217," @USER  the fluider an interface, the better, regardless of the purpose ",1
1218,be the change you wish to see in the world ,1
1219,i almost want one.  WEBSITE2018 maybe ,1
1220, @USER  que me muera ? ,0
1221,"morning all, i'm back from my little break from the computer. back to work again today ",0
1222, @USER  which has more followers? i like the name flashdennet best ,1
1223, @USER  for once i know what time zone i am in and as a result forget the month ,1
1224,elvis isn't dead he just took home &quot;quote! mib ,1
1225, @USER  walking over to put the deposit down tomorrow ,1
1226, @USER  random there sweetheart but i am thinking dammit why is the price always going up when i need gas lol hahaha  xx,1
1227," @USER  i am,, but for once not kicking ",1
1228, @USER   ditch in another parish. some really sick people in this world. ,0
1229, @USER  #btb09 sounds good to me ...come and grab me for a chat on the day...great to put faces to tweeps ,1
1230,just added tweetie to my new iphone ,1
1231,is home. hmmm how lovely to be in 85 degree weather. ,1
1232, @USER  forget the rest...you need to spend the night in prayer cause your only hope tomorrow is a good dose of grace &amp; mercy! ,1
1233,"reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. dentist looked disgusted ",0
1234,"coming down with a cold or bad allergies. either way, i'm miserable! ",0
1235, @USER  i get sad when ppl shave their moustaches  i don't know if i'd cry about it tho,0
1236,drinking earl grey ,1
1237,stupid dvds stuffing up the good bits in jaws. ,0
1238, @USER  ty for the retweet. ,1
1239,thanks for bursting my bubble ,0
1240,on east coast time even though im home. so annoying.  must get back to sleep,0
1241,is crying inside. please oh please let it rain  so warm.,0
1242, @USER  yup. ,0
1243, @USER  break out your bible and share some scripture...its what i do!! ,1
1244,ok... headed to bed. tomorrow i open shop for freddy and eddy ,1
1245,got highly bored today scanning 24 pages for daddy. had to do it! ,0
1246,shazzam - vivvid is 78!  go wemb ,1
1247,the super red diva !!!  stupid university ,1
