id,text,language
720,"  @USER    @USER  lonesome wanderer... Wenn Ihr Zeit habt, geht mal raus in die Wälder. NOCH sind die Farben beeindruckend. In ein paar…",GERMAN
721,  @USER    @USER  Hoost Cupに来ていた武蔵さんに写真を撮って頂きました✨ ありがとうございました(*^^*) . #HOOSTCUP #武蔵 さん #kickboxing  #fashion #ootd #キックボクシング #格闘家 #格闘技 #ファッシ…,JA
722,  @USER    @USER  #Relatos de #Viajes: Un ?? me llevarß de #Sucre a #LaPaz sorteando los bloqueos que cercan #PotosÝ ?  WEBSITE2018 ,SPANISH
723,"#tbt de SP com a Mi. . . .  .  mi.neves #AmorDeMuito #Amigos #Viagem #Gordices #Saudades em São Paulo, Brazil  WEBSITE2018 ",PORTUGUESE
724,"  @USER    @USER  JosÚ M¬ Contreras nos ofrece unas recomendaciones para prevenir la #infidelidad, en ""La vida como es"" #amor #noviazgoà",SPANISH
725,"Slingback: o sapato que une elegância, sofisticação e conforto é a tendência do momento ❤  . . . #tendencia #tendencia2018 #slingback #trend #trendalert #outfit #shoes #sapato #moda…  WEBSITE2018 ",PORTUGUESE
726,Vi faremo diventare #verdi di... #natura! 🎃 #HappyHalloween #31ottobre #mostruosamente #green  WEBSITE2018 ,ITA
727,"  @USER    @USER  La #Natura ci fornisce #cibo, #acqua e #aria, ma il rapido declino della #biodiversità causato dall'uomo sta mina  @USER  iando la…",ITALIAN
728,カッコよすぎる！赤西仁がファッション業界へ進出！？ #赤西仁 #ファッション #jinakanishi #ブランド #kattun  WEBSITE2018 ,JA
729,  @USER    @USER  HAPPY Halloween🎃 内輪でささやかな ハロウィンパーティーをしました^ ^  あと少しで11月。 今年もあと2ヶ月！ 平成最後のひと時を 大切に過ごしたいです(*^^*)  #ハロウィン  #ハッピー  #パーティー  #平成最後…,JAP
730,想定しない   #ありがとう #nhk #ntv #tvasahi #tbs #tvtokyo #fujitv #goen #渋谷のラジオ #ほぼ日  #感謝 #愛 #Love,JAP
731,#music #genre #song #songs #melody #hiphop #rnb #pop #love #rap #dubstep #instagood #beat #beats #jam #myjam #party #partymusic #newsong #lovethissong #remix #favoritesong #bestsong #photooftheday #bumpin #repeat #listentothis #goodmusic #instamusic new song  WEBSITE2018 ,ENGLISH
732,[格言集 女性に対して言いたくなる編]  女は愛されることを求め、理解されることを求めない。（ワイルド）  #名言 #格言 #恋愛 #結婚 #恋 #愛 #恋したい #合コン #コスプレ,JAP
733,"  @USER    @USER   @USER   #Lecture #livres  #Inde  Entre lyrisme et philosophie, Rabindranath Tagore nous entra¯ne dans un #voyageà",FR
734,"""La vie est pleine de petits bonheurs!"" #unmois #petitsbonheurs #mavie #amour #amoureux #mafille #bÚbÚ #princesse #letempspasse #gratitude #thankful #blessed #onemonth #happiness #mylifeà  WEBSITE2018 ",FR
735,"If you're in the mood for something a little #spooky this week then don't miss out on the opportunity to go down into  @USER  atmospheric Walker Fan Drift to view #artist Kelly Richardson's unnerving film work,  'Twilight Avenger'! #CoalForest #Art #Heritage #HappyHalloween  WEBSITE2018 ",EN
736,"I am #bane for #halloween!!! I tried my #best!! But i think i #nailedit!! And im #happy with it!! #batman #bane #fun #silly #happy #bigkid! @ Sydney, Australia  WEBSITE2018 ",EN
737,"Finalizada, óleo sobre panel. #finish #fineart #arte #ocean #sea #mares #instagood #instagram #paisajesdechile #painting #oleosobrepanel  WEBSITE2018 ",POR
738,面積は東京ドーム9個分！花と緑が溢れる「国営明石海峡公園」　東京ドーム約9個分もの面積を持つ「国営明石海峡公園」は、四季折々の草花が出迎えてくれます。 WEBSITE2018 #旅行 #兵庫県 #淡路島 #家族旅行 #一人旅 #絶景 #癒し 明石海峡 #公園,JAP
739,"„Alles, was wir für uns selbst tun, tun wir auch für andere, und alles, was wir für andere tun, tun wir auch für uns selbst.“ - Thich Nhat Hanh 😊💕🙏 #Achtsamkeit #Liebe #ThichNhatHanh #Frieden",GER
740,Con NO  @USER  H SAILS siempre calentito. #texashombre #texasjeans #texasmoda #texas #moda #modahombre #menswear #menstyle #fashion #igersvillarreal #vilareal #northsails #jacket #chaqueta #chaleco #vest #oto±oinvierno #fallwinter  WEBSITE2018 ,SPANISH
741,"A Livorno arriva il primo festival di street art grazie a ""Uovo alla Pop""  @USER  #arte #streetart  WEBSITE2018 ",IT
742,  @USER    @USER   @USER  ettiart: Nature 0413 - Acquarelli su carta 56x37 cm - Watercolor on paper 22”x15” inch #art #arte #artemia #artoftheday #painti…,IT
743,En febrero del 2019 repetimos #viaje a #VIETNAM. íNo os podÚis perder este paÝs de paisajes ·nicos!  WEBSITE2018  WEBSITE2018 ,SPA
744,Y esta coronita de estrellitas y arco iris para Enzo!!!!#cumplea±os #happybirthday #happy #hechoamano #cumplea±os #ni±os #feliz #happy #family #children #love #like #live #amorà  WEBSITE2018 ,SPANISH
745,  @USER    @USER  自然に癒されたい  「 皆さん      お疲れさまでした  ^_^ 」  #写真好き #自然 #盆栽 #癒し #花 #人気ツイッター #筆文字  WEBSITE2018 ,JA
746,La #crescita è 0 ma sono #felice a #Genova tutto è fermo ma sono felice non si sa con cosa si pagherà il #RdC ma sono felice. I posti di lavoro sono tagliati ma sono felice. Le #grandiopere sono ferme ma sono felice. Graxie  @USER  per questa mia felicità #governo #DiMaio,IT
747,Test Spiegellose Systemkamera Fujifilm X-H1  WEBSITE2018 #fotografie #photography #foto,GER
748,"Aunque esta noche te disfraces... ┐Tendrßs que abrigarte al salir a la calle, no? ???? íFeliz #Halloween!  ** Recuerda que tienes el 20% de descuento en toda la cole  @USER  i¾n hasta hoy**  ??????  WEBSITE2018 #Solera #Fashion #Moda #ShopOnline  WEBSITE2018 ",SPA
749,"  @USER    @USER  Sta per uscire il Catalogo Ragionato dell'Opera di Filippo Biagioli. PRENOTA ora la tua copia (465 pagine, 3400 opere pubb…",IT
750,"Celebrating the 143rd Birth Anniversary of Architect of Modern India &amp; The Iron Man ""Sardar Vallabhbhai Patel"". #Sarder #vallabhbhai #patel #statue #TheStatueofUnity #Vallabhbhai #Patel #141birthanniversary#DSIFD #LearnAtDSIFD #JoinDSIFD #fashion #decoration #homedecor  WEBSITE2018 ",EN
751,"La grande classe di Disegno Novel Academy. Disegno dal vero, anatomia umana e ritratto, ogni martedì dalle 19:30 alle 21:30 a Torino.  #arte #torino #avigliana #disegno #sansalvario  WEBSITE2018 ",ITALIAN
752,  @USER    @USER  Le prof a nous demandÚ que on doit dessiner avec la main gauche.....?? #art #dessin #color #chibi #french #artwork  WEBSITE2018 ,FR
753,Curte uma sonzeira na #viagem? 10 #trilhassonoras que me deixam com vontade de #viajar =&gt;  WEBSITE2018 ,PORTUGUESE
754,  @USER    @USER  Flucht aus dem Morgenland Frauenroman (Die Morgenla... von S.M. Jansen #schlaflos #leseempfehlung #bücher #Belletristik #Is…,GERMAN
755,TIFFANY &amp; CO CAMPAIGN 🦋 (exclusive to sunglasshut only!)  @USER  - - - - - - #tiffany #fashion #luxury #designer #hypebeast #highsnobiety #hypebeaststyle #photography #sunglasses…  WEBSITE2018 ,ENG
756,"  @USER    @USER  ""Se il mondo fosse chiaro, l'arte non esisterebbe"". Albert Camus  @USER  #CasaLettori #Citando #lettura #arte  WEBSITE2018 ",ITALIAN
757,"Singing, smiley faces, seventy degrees, sunshine sweetness. October 30th was a special day.  Psalm 118:24 #rejoice #blessed #thankful  #granddaughter #grandpa #Love  #Ohioweather #smiley  WEBSITE2018 ",ENGLISH
758,Continua la promozione del 50 % sulla nuova collezione   WEBSITE2018 #evafashion #evafashionstore #fashionmodel #fashion #girl #fashiondesign #moda #model #albumcover #modaitaliana #style #photography #dress #shopping #instagood #swag #heels #photooftheday #nails  WEBSITE2018 ,IT
759,Nope. I’m not tired. #gbaby indigo.zia #love #familytime #bedtime #cuddles  WEBSITE2018 ,EN
760,"Scegliendo alcuni cibi mirati è possibile contrastare i rischi dovuti all’esposizione UV, ma anche preparare la pelle all’abbronzatura e garantire un colorito uniforme.  #alimentazione #bellezza #benessere  WEBSITE2018 ",ITALIAN
761,  @USER    @USER  #arte Amedeo Modigliani  WEBSITE2018 ,ITA
762,"?? A la rescousse du Canal du Midi ! ???? CÆest un vÚritable cauchemar environnemental que vit la vo¹te arborÚe et adorÚe de lÆ£uvre de Paul Riquet, classÚe au patrimoine mondial de lÆ  @USER   @USER   @USER  #nature #patrimoine #canalDuMidi  WEBSITE2018 ",FR
763,坂本竜馬ゆかりの地！広島県福山市の名勝「鞆の浦」を満喫！広島県福山市の港町「鞆の浦（とものうら）」。坂本龍馬や崖の上のポニョとゆかりの地として有名で、情緒溢れる街並みが魅力のスポットです。 WEBSITE2018 #旅行 #坂本龍馬 #家族旅行 #一人旅 #鞆の浦,JAP
764,  @USER    @USER  お待たせいたしました🥰元祖カピバラ露天風呂スケジュールができましたよ👍🌵　＃カピバラ　＃露天風呂　＃旅行　#shaboten　#伊豆  WEBSITE2018 ,JAPANESE
765,#FirstDate Rules: When the search for #love involves the head not just the heart.  @USER   WEBSITE2018 #WednesdayWisdom,ENG
766,人気の質問 :「水着」  WEBSITE2018 #質問 #美容 #ファッション この水着で海に行ったのですが 何かダサいですよね 捨てようか迷ってます 率直なご意見宜しくお願い致します！,JA
767,  @USER    @USER  El mayor regalo es ver la sonrisa de los ni±os y j¾venes cuando salen de nuestros talleres. Gracias a los alumnos de la facà,SPA
768,"  @USER    @USER  Humberto Jaimes Sßnchez, Venezolano, 1930-2003, ôComposici¾n en azulö. #art #Venezuela #Dallas  @USER   WEBSITE2018 ",SPA
769,"Werde #glücklich und #zufrieden indem zu dein Stresslevel reduzierst. Chronischer #stress ist nicht gut für deine #Gesundheit. Wie #stress entsteht und welche Folgen er hat, erfährst du hier  WEBSITE2018 #atupri #maxyourhealth #health  WEBSITE2018",GER
770,【第 4 位】　静岡県 伊豆高原　全室露天風呂付客室１日２組の宿　花彩亭（はないろてい）　口コミ評価 ☆：4.94　詳細は ⇒  WEBSITE2018 #旅行  WEBSITE2018 ,JAPANESE
771,"Mente firme, alma limpa e pensamento positivo sempre. . . . . . #allin #girlpower #girls #free #beautiful #love #amor #likes #likeforlikes #vivendo #photography…  WEBSITE2018 ",PT
772,Unicef launches ‘Art for The Future’ street-art on children’s issues How lovely is this from  @USER  via  @USER    WEBSITE2018 #art #children,EN
773,  @USER    @USER  ein kleiner langweiliger #Tweet mit einem #Lachen im Gepäck hätte große #Lust auf eine spannende #Reise um die Welt )) ich…,GER
774,思い込みは失敗の母　 （アンジェロ・ドンジア）  【名言ナビ】  WEBSITE2018 #ファッション #fashion #オシャレ #おしゃれ #服 #洋服,JAPANESE
775,[恋の名言] 恋愛論を得意気に語る奴には、恋人がいない。(マーフィーの法則)#名言 #格言 #恋愛 #結婚 #恋 #愛,JAP
776,#Reise #Reiseberichte aus aller Welt stündlich frisch auf den Tisch #urlaub #ferien #globetrotter  WEBSITE2018,GER
777,"  @USER    @USER   @USER  oBo  @USER  adifu1: mons.Perego, guardi che non siamo animali da monta, siamo esseri umani, non è che mi a  @USER  oppio con il rimo che incontro…",IT
778,愛の女神・ギリシャ生誕の地とされるアフロディーテで優雅なひと時を過ごせる魅惑の地中海旅行！   #旅行 #安い #人気 #世界  #旅行好きな人と繋がりたい,JA
779,  @USER    @USER  Hallo #Wien! #Citytrip zu #Allerheiligen – Teil 1  WEBSITE2018 #travel #reise #reisen #urlaub #ferien #ttot #Öst…,GERMAN
780,"#tbt  Em março de 2009, Nath desfilou no Park Fashion, em Brasília. 🌸💕👏 . #nathaliadill #brilhasempre #lindíssima #musanathaliadill #talento #Beleza #Moda #desfile #evento #ParkFashion #Brasília  #tbt🌸💕 #Março2009  WEBSITE2018 ",POR
781,GINGERALEの リーフ柄 かわいい💕 🌈❤️❤️❤️❤️❤️❤️❤️❤️❤️ #ファッション #gingeral_tokyo  #fashion #follow #me #follow4follow  #instagood 💕#cool  #cute #かわいい #ファッションスナップ  #hongkong  #香港  #instagram #instalike…  WEBSITE2018 ,JA
782," @USER  Já conhece nosso site, Cadastre-se e deixe seu contato,que nossa equipe irá lhe ajudar SEU NOVO SITE DA MODA É:  WEBSITE2018 #moda #modafeminina #modaplussize #plussize #modagospel #modaevangélica #outubrorosa #modafitness #fitness #primaveraverão",PORTUGUESE
783,The clearest way into the Universe is through a forest wilderness -  John Muir. Happy #Halloween #Quotes #WednesdayWisdom #outdoors #nature #getoutside #QuoteOfTheDay  WEBSITE2018 ,EN
784,"Michael Karminsky hat im Offenbacher #Nordend ein Privatmuseum mit regimekritischer sowjetischer Kunst aufgebaut. Morgen gibt es dort eine Führung, für die man sich heute noch anmelden kann. Wir haben uns einmal bei Karminsky umgeschaut. #Kunst #Offenbach  WEBSITE2018",DE
785,Las lechuzas permiten descubrir c¾mo funciona la atenci¾n humana  WEBSITE2018 El hallazgo podrÝa ayudar a combatir enfermedades como el #TDAH y otros trastornos por dÚficit de atenci¾n e hiperactividad #lechuza #naturaleza  WEBSITE2018 ,SPANISH
786,  @USER    @USER   @USER   @USER   @USER   @USER   @USER   @USER  #naturaleza  @USER   @USER ,ES
787,Paxillus involutus: Setas y hongos #Naturaleza en #Asturias  @USER  #hongos #setas  WEBSITE2018  WEBSITE2018 ,ES
788,  @USER    @USER  旅行したい！ #オフパコ #旅行 #一緒に行ってくれる人  @USER  ,JA
789,Cuando la logomanÝa se convierte en arte  WEBSITE2018 #Moda,ES
790,  @USER    @USER  Views of Europe's Southern Fjord - Bay of Kotor in #Montenegro More pics--&gt;&gt;  WEBSITE2018 #Travel #Photo htt…,ENGLISH
791,"So ein #Hingucker besticht in jeder #Einrichtung, lenkt die Blicke von eventueller Unordnung auf etwas Schönes! Es muss ja nicht Minnie Mouse in farbigen Pixeln sein, wir haben auch andere #ixxi Motive im Sortiment  WEBSITE2018 #deko #disney #poster #art #kunst  WEBSITE2018",GERMAN
792,(スペイド) SPADE ダッフルコート メンズ ダッフル ジャケット メルトン　 主役級の輝きを放つ最旬のダッフルコートが遂に登場！　 WEBSITE2018 #amazon  #bestseller #ファッション　#服,JAPANESE
793,"  @USER    @USER  Raise your hand (and like, comment, and share) if you’re a Helpful Human. 🙋‍♀️  #helpfulhuman #helpingothers #people #kind…",ENGLISH
794,"“Ter #tudo e não ter #nada é quando você tem #inteligência, #beleza, #dinheiro, #gana, #importância, mas não tem #empatia, não é #agradável. Entenda, você é para o outro o que ele #sente ao estar com você.”  @USER ",PT
795,[恋愛力向上委員会　愛の格言] 　愛するとは、自分の幸せを相手の幸せに重ねることである。(ゴットフリート・ライプニッツ)#格言 #格言 #恋愛 #結婚 #恋 #愛,JA
796,#Buongiorno a tutti alzarti presto e vedere questa #Alba meravigliosa non a prezzo #Amo la #Natura #Sole #Autunno #31ottobre #mercoledì  WEBSITE2018 ,IT
797,  @USER    @USER  Antonio Forcellino e #IlSecoloDeiGiganti ora a  @USER  con Corrado Augias  #leonardodavinci #Rinascimento #IlCav…,POR
798,  @USER    @USER  Fernando Botero - La Familia #Botero #Colombian #Art  WEBSITE2018 ,SPA
799,  @USER    @USER  Usos de las semillas de papaya para la belleza y salud adelgazar  WEBSITE2018 #cafe #adelgazar #fitness #remediosnaturales #remedioscaseros #salud #belleza,SPANISH
800,"El secreto con el que Zara conquista el mercado, vÝa  @USER  #Retail #ZARA #Moda   WEBSITE2018 ",SPA
801,"L'amore non è un'abitudine, un impegno o un debito. Non è quello che le canzoni romantiche ci dicono che sia. L'amore semplicemente è.  Paulo Coelho  #poesieperlasera #frasidautore #frasi #aforismi #parole #PensieriFragili #ScrivoArte #amore  WEBSITE2018 ",ITA
802,  @USER    @USER  旅行に行きたい！ ブランドの財布が欲しい！ などなど、人間って欲まみれ😂 でも、欲があるっていいことなんですよ！ その欲を満たすためには自分で働くしかありませんよね😱 簡単に稼げたらいいのに。。。 って思ってるかた是非連絡まってます！ ラインID→i…,JAP
803,"Sem Comentários, Maaasss ... Visite  WEBSITE2018 #culturapopreciclada #uberlandia #diy #artesanato #arte #toptrend #LostInJapanVideo #batman #batmanfans  WEBSITE2018 ",PORTUGUESE
804,[女性に向けての格言] 　もっとも驚くべき記憶力は、恋する女性の記憶力である。（モーロア） #名言 #格言 #恋愛 #結婚 #恋 #愛,JAP
805,Las cosas importantes en la vida no se pueden comprar #amor #familia  WEBSITE2018 ,SPA
806,"Wenn Sie wirklich eine natürliche #Blumenwiese haben wollen, beim Wiesenblumen-Saatgut auf folgendes achten     10 Tipps für den Samenkauf   WEBSITE2018 #Imker #Bienen #Natur #Insekten #Umwelt #Garten",DE
807,  @USER    @USER  #A  @USER  E VANDELLI MARCELLO.          LA FINE DA CUI PA  @USER  IAMO 125X83 T. M.  WEBSITE2018 ,ITALIAN
